State,Year,Group_Name,Sub_Group,Acquitted,Withdrawn,Arrested,Chargesheeted,Convicted,Released_Before_Trial,Trial_Completed,Persons_Under_Trial_At_Year_Beginning,Total_Persons_Under_Trial,High_Crime_Area
Uttarakhand,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
West Bengal,2008,Importation of Girls,07. Importation of Girls,29,5,6,13,1,8,30,63,76,False
Andaman & Nicobar Islands,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Andhra Pradesh,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,2,2,False
Arunachal Pradesh,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Assam,2009,Importation of Girls,07. Importation of Girls,0,0,1,1,0,0,0,1,2,False
Bihar,2009,Importation of Girls,07. Importation of Girls,6,0,17,36,8,0,14,426,462,True
Chandigarh,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Chhattisgarh,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Dadra & Nagar Haveli,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Daman & Diu,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Delhi,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Goa,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Gujarat,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Haryana,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Himachal Pradesh,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Jammu & Kashmir,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Jharkhand,2009,Importation of Girls,07. Importation of Girls,5,0,20,5,4,0,9,39,44,True
Karnataka,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Kerala,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Lakshadweep,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2009,Importation of Girls,07. Importation of Girls,0,0,2,2,0,0,0,4,6,False
Maharashtra,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Manipur,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Meghalaya,2009,Importation of Girls,07. Importation of Girls,0,0,2,2,0,0,0,0,2,False
Mizoram,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Nagaland,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Odisha,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Puducherry,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Punjab,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Rajasthan,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,1,1,False
Sikkim,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Tamil Nadu,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Tripura,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Uttarakhand,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
West Bengal,2009,Importation of Girls,07. Importation of Girls,17,4,7,4,0,1,17,41,45,True
Andaman & Nicobar Islands,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Andhra Pradesh,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,2,2,False
Arunachal Pradesh,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Assam,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,2,2,False
Bihar,2010,Importation of Girls,07. Importation of Girls,10,0,26,18,1,0,11,448,466,True
Chandigarh,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Chhattisgarh,2010,Importation of Girls,07. Importation of Girls,0,0,5,5,0,0,0,0,5,False
Dadra & Nagar Haveli,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Daman & Diu,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Delhi,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Goa,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Gujarat,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Haryana,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Himachal Pradesh,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Jammu & Kashmir,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Jharkhand,2010,Importation of Girls,07. Importation of Girls,5,0,15,20,5,0,10,35,55,True
Karnataka,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Kerala,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Lakshadweep,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2010,Importation of Girls,07. Importation of Girls,2,0,19,19,0,0,2,6,25,True
Maharashtra,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Manipur,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Meghalaya,2010,Importation of Girls,07. Importation of Girls,2,0,0,0,0,0,2,2,2,False
Mizoram,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Nagaland,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Odisha,2010,Importation of Girls,07. Importation of Girls,0,0,5,5,0,0,0,0,5,False
Puducherry,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Punjab,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Rajasthan,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,1,1,False
Sikkim,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Tamil Nadu,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Tripura,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
Uttarakhand,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,False
West Bengal,2010,Importation of Girls,07. Importation of Girls,19,0,11,8,0,0,19,24,32,True
Andaman & Nicobar Islands,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,9,0,0,9,False
Andhra Pradesh,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,378,0,1860,1901,2079,4,806,984,False
Arunachal Pradesh,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,2,0,0,2,False
Assam,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,8,0,6,11,61,8,10,60,False
Bihar,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,26,0,168,151,305,1,30,184,False
Chandigarh,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,9,12,69,0,0,57,False
Chhattisgarh,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,36,32,32,4,6,6,False
Dadra & Nagar Haveli,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,False
Daman & Diu,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,27,27,27,0,0,0,False
Delhi,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,10,0,136,114,1650,0,54,1590,False
Goa,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,9,0,101,101,91,0,118,108,False
Gujarat,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,6,0,390,421,1517,0,24,1120,False
Haryana,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,48,0,93,89,181,0,52,144,False
Himachal Pradesh,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,5,10,14,0,0,4,False
Jammu & Kashmir,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,16,14,33,2,2,21,False
Jharkhand,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,2,2,4,0,2,4,False
Karnataka,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,506,2,2325,2250,2090,95,2519,2361,False
Kerala,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,240,0,410,390,991,0,289,890,False
Lakshadweep,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,101,0,105,97,335,0,214,452,False
Maharashtra,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,166,9,976,886,4893,0,544,4560,True
Manipur,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,11,11,13,0,0,2,False
Meghalaya,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,8,0,0,8,False
Mizoram,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,11,11,0,0,24,13,False
Nagaland,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,1,0,0,1,0,False
Odisha,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,43,0,95,86,359,0,54,327,False
Puducherry,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,89,89,13,0,104,28,False
Punjab,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,9,0,120,88,174,0,16,102,False
Rajasthan,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,9,0,218,218,895,0,70,747,False
Sikkim,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,False
Tamil Nadu,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,21,3,5331,5332,487,0,5170,328,False
Tripura,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,19,0,125,111,393,0,169,451,False
Uttarakhand,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,3,0,3,6,False
West Bengal,2001,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,6,0,157,190,385,2,6,201,False
Andaman & Nicobar Islands,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,9,0,0,9,False
Andhra Pradesh,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,376,153,1598,1509,1565,17,1870,2079,True
Arunachal Pradesh,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,2,0,0,2,False
Assam,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,17,1,63,18,59,10,19,61,False
Bihar,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,82,0,27,35,266,7,86,317,False
Chandigarh,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,9,12,81,0,0,69,False
Chhattisgarh,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,21,0,30,30,30,0,32,32,False
Dadra & Nagar Haveli,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,False
Daman & Diu,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,16,0,10,10,21,0,16,27,False
Delhi,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,92,0,201,209,1707,0,152,1650,False
Goa,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,14,0,69,69,69,0,91,91,False
Gujarat,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,426,413,1930,0,0,1517,False
Haryana,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,33,0,181,163,302,1,42,181,False
Himachal Pradesh,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,4,2,7,17,0,0,14,False
Jammu & Kashmir,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,3,0,20,20,50,0,3,33,False
Jharkhand,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,5,0,7,7,6,0,5,4,False
Karnataka,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,509,3,2441,2436,2075,5,2448,2090,False
Kerala,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,106,8,476,466,1101,4,348,991,True
Lakshadweep,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,30,0,79,87,385,0,37,335,False
Maharashtra,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,251,28,1438,690,5013,5,542,4893,True
Manipur,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,29,29,13,0,29,13,False
Meghalaya,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,0,1,8,0,1,8,False
Mizoram,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,9,9,1,0,8,0,False
Nagaland,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,24,0,0,18,0,0,False
Odisha,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,31,0,109,109,427,0,41,359,False
Puducherry,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,9,0,83,83,19,0,77,13,False
Punjab,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,45,0,209,179,301,8,52,174,False
Rajasthan,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,36,0,281,281,1029,0,147,895,False
Sikkim,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,False
Tamil Nadu,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,45,3,3911,3887,617,0,3754,487,False
Tripura,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,47,0,236,242,456,10,179,393,False
Uttarakhand,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,3,3,False
West Bengal,2002,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,12,2,88,69,415,11,37,385,False
Andaman & Nicobar Islands,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,9,0,0,9,False
Andhra Pradesh,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,754,12,881,832,1445,4,940,1565,True
Arunachal Pradesh,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,2,0,0,2,False
Assam,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,13,0,82,45,91,10,13,59,False
Bihar,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,8,0,34,31,285,0,12,266,False
Chandigarh,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,14,7,88,0,0,81,False
Chhattisgarh,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,10,0,19,19,39,0,10,30,False
Dadra & Nagar Haveli,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,8,8,8,0,0,0,False
Daman & Diu,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,16,0,5,21,False
Delhi,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,70,0,205,217,1763,0,161,1707,False
Goa,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,7,0,65,60,50,0,79,69,False
Gujarat,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,23,0,698,711,2618,0,23,1930,False
Haryana,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,20,0,250,274,538,0,38,302,False
Himachal Pradesh,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,25,25,42,0,0,17,False
Jammu & Kashmir,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,5,5,54,0,1,50,False
Jharkhand,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,5,0,5,0,1,6,False
Karnataka,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,289,2,2723,2672,2460,51,2285,2075,False
Kerala,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,73,151,455,420,1204,2,166,1101,True
Lakshadweep,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,8,0,94,94,375,0,19,300,False
Maharashtra,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,141,4,962,776,5539,0,246,5013,False
Manipur,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,13,0,0,13,False
Meghalaya,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,0,8,0,0,8,False
Mizoram,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,1,1,0,1,1,False
Nagaland,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,1,2,0,2,2,0,False
Odisha,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,37,0,79,88,446,0,69,427,False
Puducherry,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,8,0,67,67,17,0,69,19,False
Punjab,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,100,0,229,188,371,0,118,301,False
Rajasthan,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,46,0,256,254,1201,0,82,1029,False
Sikkim,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,7,0,0,7,0,0,False
Tamil Nadu,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,85,0,3303,3320,693,0,3225,598,False
Tripura,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,49,0,304,306,596,0,166,456,False
Uttarakhand,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,0,0,0,0,False
West Bengal,2003,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,75,0,328,287,413,14,289,415,False
Andaman & Nicobar Islands,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,9,0,0,9,False
Andhra Pradesh,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,537,0,1066,1119,1584,4,980,1445,False
Arunachal Pradesh,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,2,0,0,2,False
Assam,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,26,0,82,27,83,19,35,91,False
Bihar,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,1,0,50,51,318,0,18,285,False
Chandigarh,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,2,0,48,55,116,0,27,88,False
Chhattisgarh,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,54,40,40,25,0,0,39,True
Dadra & Nagar Haveli,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,0,0,8,0,0,8,False
Daman & Diu,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,0,0,5,5,21,0,0,16,False
Delhi,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,132,0,477,510,1960,0,313,1763,False
Goa,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,7,0,71,65,62,0,53,50,False
Gujarat,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,7,0,156,152,2763,0,7,2618,False
Haryana,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,138,0,275,266,655,0,149,538,False
Himachal Pradesh,2004,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956,5,0,15,7,42,0,7,42,False
